ply,depth,nodes,ebf,occupancy_pct,sec,fen
0,10,1274719,4.0789,0.7882,0.61,r1bqk2r/p1pp1ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQK2R b KQkq - 1 7
5,10,516397,3.7265,3.9442,0.211,r1bqr1k1/p1pp1pp1/2p2n1p/6B1/1b2P3/2NB4/PPP2PPP/R2Q1RK1 w - - 0 10
10,10,348284,3.5826,5.3246,0.143,r1bqr1k1/p1pp1p2/2p2n1p/6p1/4P3/2PB2B1/P1P2PPP/R2Q1RK1 b - - 1 12
15,10,1740817,4.208,9.768,0.666,r1bqr1k1/p1p2p2/2p4p/3p3Q/4nPp1/2PB2B1/P1P3PP/R4RK1 w - - 0 15
20,10,529113,3.7356,11.7485,0.216,r1b1r1k1/p4p2/2pp4/3p1P2/4n1p1/2PB2B1/P1P3PP/R4RK1 b - - 0 17
25,10,952835,3.9619,14.1922,0.382,r1b1r3/5pk1/2pp1n2/p2p1P2/5RpB/2PB4/P1P3PP/R5K1 w - - 4 20
30,10,161868,3.3183,14.7494,0.064,r3r3/5p2/b1pp1k2/p2p1P2/6R1/2PB4/P1P3PP/5RK1 b - - 0 22
35,10,889904,3.9349,16.4397,0.361,1r6/5p2/2pp1k2/p2p1P2/6R1/2PPr3/P5PP/3R2K1 w - - 3 25
40,10,515503,3.7258,18.0223,0.207,8/5p2/3p1k2/p1pp1P2/6RP/2PPr3/P2R2PK/1r6 b - - 3 27
45,10,422678,3.6526,19.2295,0.174,8/5p2/3p4/R1pp4/6kP/2PPr3/P2R2PK/5r2 w - - 1 30
50,10,219348,3.4207,20.6056,0.092,6R1/5p2/3p4/2pp4/7k/2PPr3/P2R2PK/5r2 b - - 1 32
55,10,48514,2.9416,22.1823,0.02,6R1/5p2/3p4/2pp3k/8/2PP2PK/P2R4/4r2r w - - 3 35
60,10,116868,3.212,23.1467,0.049,6R1/5p2/3p4/2pp3k/P7/2PP1KP1/3R4/4r1r1 b - - 2 37
65,10,258661,3.4775,23.4845,0.095,6R1/5p2/3p4/2pp3k/P7/2PP2P1/5K2/2r5 w - - 1 40
70,10,282929,3.5089,24.0797,0.109,R7/5p2/P2p4/2pp3k/8/r2P2P1/5K2/8 b - - 2 42
75,10,143177,3.2778,24.8763,0.057,R7/P4p2/3p1k2/3p4/2p5/r2P2P1/4K3/8 w - - 0 45
80,10,158372,3.3111,25.2965,0.059,R7/P4p2/5k2/3p4/2p5/r5P1/8/2K5 b - - 1 47
85,10,49271,2.9462,25.6025,0.018,8/2r2p2/5k2/8/2pR4/6P1/8/2K5 w - - 1 50
90,10,69988,3.0514,25.7305,0.025,8/2r5/8/4kp2/2p2R2/2K3P1/8/8 b - - 1 52
95,10,30918,2.812,25.9041,0.012,8/8/8/5p2/1Kp1k1r1/5RP1/8/8 w - - 6 55
100,10,19625,2.6871,26.176,0.007,8/8/8/5pr1/1Kpk4/2R3P1/8/8 b - - 11 57
105,10,51975,2.962,26.2098,0.021,8/8/8/3k1p2/1Kp3r1/R5P1/8/8 w - - 16 60
110,10,100131,3.1627,26.4329,0.035,8/8/8/5pr1/2p1k3/K1R3P1/8/8 b - - 21 62
115,10,10069,2.5136,26.4725,0.004,8/8/8/5pr1/1Kp1k3/5RP1/8/8 w - - 26 65
120,10,151,1.6516,26.4868,0.0,8/8/8/5pr1/1Kp1k3/R5P1/8/8 b - - 31 67
125,10,156907,3.308,26.8203,0.056,2r5/8/8/1K1k1p2/8/R5P1/8/8 w - - 3 70
130,10,167965,3.3306,27.0082,0.063,2r5/8/8/1K2kp2/8/5RP1/8/8 b - - 8 72
135,10,37498,2.8668,27.0262,0.014,8/8/8/1K2kp2/8/5RP1/8/2r5 w - - 13 75
140,10,1027,2.0006,27.0859,0.001,8/8/1K6/4kp2/8/5RP1/8/2r5 b - - 18 77
145,10,8965,2.4846,27.1082,0.004,8/8/8/2K1kp2/5R2/6P1/8/1r6 w - - 23 80
150,10,106222,3.1814,27.222,0.037,4R3/8/5k2/2K2p2/8/6P1/8/3r4 b - - 28 82
155,10,185133,3.3632,27.5467,0.065,8/8/8/2K2pk1/8/5RP1/8/3r4 w - - 33 85
160,10,11532,2.5479,27.736,0.005,8/8/8/5pk1/2K5/5RP1/8/3r4 b - - 38 87
165,10,39319,2.8804,27.8411,0.016,8/8/8/3K1pk1/5R2/6P1/8/2r5 w - - 43 90
170,10,90782,3.1318,27.9749,0.034,8/8/8/3K1p2/6k1/2R3P1/8/4r3 b - - 48 92
175,10,604,1.8972,28.0112,0.001,8/8/8/3K1p2/4r1k1/2R3P1/8/8 w - - 53 95
180,10,1271,2.0437,28.0928,0.001,8/8/8/2K2p2/4r1k1/2R3P1/8/8 b - - 58 97
185,10,18934,2.6775,28.1498,0.008,8/8/8/3K1p2/6k1/2R3P1/8/4r3 w - - 63 100
190,10,51762,2.9607,28.2091,0.019,8/8/3K4/5p2/6k1/R5P1/8/4r3 b - - 68 102
195,10,150236,3.2936,28.4592,0.052,8/8/5K2/5p2/6k1/R5P1/8/5r2 w - - 73 105
200,10,2304,2.1689,28.6016,0.001,8/8/8/5K2/8/5kP1/8/8 b - - 0 107
205,10,654125,3.8156,32.4906,0.28,rn1q1rk1/pp2ppbp/6p1/2p5/2BPP1b1/2P1BN2/P4PPP/R2Q1RK1 b - - 5 10
210,10,1572853,4.1655,37.0243,0.643,r4rk1/ppq1ppbp/6p1/2P1n3/2B1P1b1/2P1BN2/P4PPP/1R1Q1RK1 w - - 3 13
215,10,618660,3.7944,38.3383,0.229,r2r2k1/ppq1ppbp/6p1/2P5/4P1b1/1QP1BB2/P4PPP/1R3RK1 b - - 2 15
220,10,779418,3.8831,40.4088,0.306,rr4k1/p1q1ppbp/1p4p1/2P5/4P3/1QP1BP2/P4P1P/1R1R2K1 w - - 0 18
225,10,805301,3.8958,41.9016,0.345,rr4k1/2q1pp1p/1B4p1/4b3/2P1P3/1Q3P2/P4P1P/1R1R2K1 b - - 0 20
230,10,1419472,4.123,45.3064,0.659,rr4k1/4pp2/1B3qpp/2P1b3/P3P3/1Q3P2/5P1P/1R1R2K1 w - - 0 23
235,10,647027,3.8115,48.667,0.248,r5k1/3Rpp2/1QP3pp/4b3/P3P2q/5P2/5P1P/1R4K1 b - - 0 25
240,10,10,1.2589,50.5803,0.0,r5k1/3Rpp2/1QP3pp/8/P3Pb2/5P2/7q/1R4K1 w - - 0 28
245,10,6926182,4.8311,57.5418,2.885,6k1/1R2pp2/1QP3pp/8/r3Pb2/5P1q/4K3/1R6 b - - 1 30
250,10,30,1.4051,58.48,0.0,6k1/1R2pp2/2P3pp/8/4Pb2/5P2/1Q2K1q1/8 w - - 1 33
255,10,190502,3.3728,58.9232,0.076,6k1/1R2pp2/2P3pp/8/4Pb2/8/8/3KQ2q b - - 3 35
260,10,496,1.8602,59.6467,0.0,6k1/1R2pp2/2P3pp/8/4Pbq1/8/2Q5/3K4 w - - 8 38
265,10,467212,3.6894,60.3702,0.198,6k1/1R2pp2/2P3pp/8/4Pb2/4q3/2Q5/3K4 b - - 13 40
270,10,1414215,4.1215,61.5459,0.594,6k1/1Rb1pp2/2P3pp/4q3/4P3/8/2Q1K3/8 w - - 18 43
275,10,1582058,4.1679,63.4722,0.671,6k1/R1b1pp2/2P3p1/7p/3QPq2/8/4K3/8 b - - 1 45
280,10,488,1.8571,64.8289,0.0,6k1/R3pp2/2P3p1/4b2p/4P3/3KQ3/8/3q4 w - - 6 48
285,10,1311680,4.0906,65.5846,0.529,6k1/R3pp2/2P3p1/4b2p/K3P3/4Q3/1q6/8 b - - 11 50
290,10,802796,3.8946,66.5871,0.326,8/2R1ppk1/2P3p1/7p/K2bP3/1Q6/8/2q5 w - - 16 53
295,10,1378278,4.1109,68.0369,0.584,2RQ4/4ppk1/2P3p1/4b3/K3P2p/8/8/2q5 b - - 1 55
300,10,2415769,4.3482,69.48,1.098,2RQ4/4pp2/2P2kp1/1K2b3/4P2p/2q5/8/8 w - - 6 58
305,10,1192521,4.0518,71.1191,0.46,2R2Q2/4pp2/K1P3p1/4b1k1/4P2p/1q6/8/8 b - - 11 60
310,10,909520,3.9435,71.518,0.371,2R2Q2/4pp2/K1P3p1/6k1/1q1bP2p/8/8/8 w - - 16 63
315,10,121,1.6154,72.3099,0.0,1R6/4pp2/K1P3p1/Q5k1/q2bP3/7p/8/8 b - - 3 65
320,10,121578,3.2247,72.4734,0.05,8/4pp2/2P3p1/K3b1k1/4P3/8/7p/1R6 w - - 2 68
325,10,146389,3.2851,72.578,0.052,8/2K1pp2/6p1/8/4P2k/8/7p/1R6 b - - 0 70
330,10,93505,3.1411,72.6903,0.03,7R/2K1pp2/8/8/4P1p1/6k1/7p/8 w - - 2 73
335,10,59109,3.0003,72.7755,0.019,8/3K1p1R/4p3/4P3/6p1/8/6kp/8 b - - 1 75
340,10,1336393,4.0982,73.3667,0.493,8/5R2/4K3/4P3/7q/6p1/6k1/8 w - - 1 78
345,10,310379,3.5415,73.9451,0.109,6R1/8/8/3KP3/7q/8/6p1/7k b - - 1 80
350,10,113806,3.2034,75.1448,0.038,8/3q4/8/4P3/4K3/6R1/8/6qk w - - 0 83
360,10,302821,3.5328,75.2166,0.084,8/8/4P3/5q2/3K4/8/8/5k2 w - - 5 88
370,10,171938,3.3384,75.2896,0.044,8/4q3/8/3K4/8/2k5/8/8 w - - 6 93
380,10,392098,3.6253,76.0258,0.177,r1bq1rk1/pppnppbp/3p1np1/8/3PPB2/2N2N2/PPP1BPPP/R2Q1RK1 b - - 7 7
385,10,462180,3.6854,76.9942,0.171,r1bq1rk1/pp1n1pbp/2p2np1/4p3/4PB1P/2N2N2/PPP1BPP1/R2Q1RK1 w - - 0 10
390,10,797503,3.892,77.7428,0.344,r1b2rk1/pp1nqpbp/2p3p1/4p1B1/4P1nP/P1N2N2/1PP1BPP1/R2Q1RK1 b - - 2 12
395,10,264802,3.4857,78.2352,0.094,r1b2rk1/pp2qpb1/2p2np1/4p1p1/4P1BP/P1N5/1PP2PP1/R2QNRK1 w - - 0 15
400,10,842062,3.9132,78.4517,0.358,2r2rk1/pp2qpbn/2p3p1/4p1P1/4P3/P1NN4/1PP2PP1/R2Q1RK1 b - - 2 17
405,10,1318278,4.0926,79.7129,0.591,2r2rk1/pp3pb1/2p1n1p1/4p3/4P1Pq/P1NN1P2/1PP5/R2Q1RK1 w - - 1 20
410,10,2816876,4.4155,80.6985,1.109,2r2rk1/pp3pb1/2p3p1/4p3/3nP1P1/P1NN1P1q/1PP2Q2/3R1RK1 b - - 6 22
415,10,770859,3.8788,82.3662,0.327,3rr1k1/p4pb1/1pp3p1/4p3/NP1nP1P1/P2N1P1q/2P2Q2/3R1RK1 w - - 2 25
420,10,4096676,4.584,83.7023,1.619,3rr1k1/p4p2/1pp3p1/4p1b1/1PPnP1P1/P1N2P1q/5Q2/3RNRK1 b - - 4 27
425,10,1179521,4.0473,85.7218,0.516,3rr1k1/5p2/1pp3p1/p3p3/PPPnPbP1/2NR1P1q/5Q2/4NRK1 w - - 0 30
430,10,1046988,3.9994,87.0427,0.4,3rr1k1/5p2/1p4p1/pP2p3/P2nP1P1/2NR1Pbq/6Q1/4NRK1 b - - 2 32
435,10,1229424,4.0642,87.6163,0.531,3rr1k1/5p2/1p4p1/pP1Np1n1/P3P1Pq/3R1Pb1/2N3Q1/5RK1 w - - 7 35
440,10,181394,3.3563,87.702,0.073,3rr1k1/5p2/1p4p1/pP1Np3/P3P1Pq/3R1P1Q/2N2R2/6K1 b - - 0 37
445,10,335292,3.569,87.9276,0.136,3rr3/5pk1/1p4p1/pP1Np3/P3P1P1/3R1P1q/2N2R2/6K1 w - - 4 40
450,10,4444,2.3162,88.0443,0.002,3rr3/5pk1/1p4p1/pP1Np3/P3P1P1/3R1P1q/2N4R/6K1 b - - 9 42
455,10,631423,3.8022,88.1377,0.249,3rr3/5pk1/1p4p1/pP1Np1q1/P3P1P1/3R1P2/2N4R/6K1 w - - 14 45
460,10,716604,3.8506,88.6318,0.299,1r6/2R2pk1/1p1r2p1/pP1Np1q1/P3P1P1/4NP2/7R/6K1 b - - 19 47
465,10,983208,3.9743,89.0133,0.366,3q4/1r4k1/1p1r1pp1/pP1Np3/P3P1P1/4NP1R/2R5/6K1 w - - 0 50
470,10,20,1.3493,89.2279,0.0,6q1/1r1r2kR/1p3pp1/pP1Np3/P3P1P1/4NP2/7R/6K1 b - - 5 52
475,10,117724,3.2143,89.2528,0.042,8/1r1r4/1p3Npk/pP2p3/P3P1P1/4NP2/8/6K1 w - - 1 55
480,10,73562,3.0667,89.2749,0.029,8/3r4/1N4p1/pP2p1k1/P3P1P1/5P2/8/6K1 b - - 0 57
485,10,130294,3.2471,89.3245,0.053,8/8/6p1/pP1Np1k1/r3P1P1/5P2/8/5K2 w - - 0 60
490,10,127989,3.2413,89.3791,0.049,8/2N5/1P4p1/4p1k1/p3P1P1/r4P2/4K3/8 b - - 1 62
495,10,22834,2.7281,89.4189,0.009,8/8/1P4p1/2N1p3/p3P1Pk/5P2/1r2K3/8 w - - 6 65
500,10,27087,2.7751,89.4361,0.011,8/8/1P4p1/4p3/4P1Pk/3K1P2/pN6/8 b - - 0 67
505,10,122132,3.2261,89.4828,0.047,8/1q6/6p1/4p3/4P1Pk/5P2/1NK5/8 w - - 0 70
510,10,436978,3.6648,89.5948,0.157,8/1q6/6p1/4p1P1/4P3/5P2/2KN1k2/8 b - - 0 72
515,10,69043,3.0473,89.6703,0.026,8/8/6p1/4p1P1/1q1kP3/N4P2/2K5/8 w - - 5 75
520,10,31340,2.8159,89.7049,0.011,8/8/6p1/4p1P1/q3P3/N2k1P2/1K6/8 b - - 10 77
525,10,79917,3.0922,89.7196,0.029,8/8/6p1/4p1P1/1q2PP2/N7/K7/2k5 w - - 1 80
530,10,814492,3.9002,89.8125,0.247,8/8/6p1/4P1P1/2q1P3/K7/2k5/8 b - - 0 82
535,10,10,1.2589,90.2277,0.0,r1bQk2r/ppp2ppp/2p2n2/1Bb5/4P3/2P5/PP3PPP/RNB1K2R b KQkq - 0 8
540,10,400034,3.6325,90.4586,0.164,r2kr3/ppp2ppp/2p2n2/2b2b2/4P3/2PB4/PP1N1PPP/R1B1K2R w KQ - 4 11
545,10,1120564,4.0266,90.8269,0.462,r2kr3/ppp2ppp/1bp2nb1/8/P3P3/1NPB1P2/1P4PP/R1B1K2R b KQ - 0 13
550,10,318113,3.5502,91.1779,0.13,r1k1r3/1pp2pp1/1bp2nbp/p5B1/P3P2P/1NPB1P2/1P4P1/R3K2R w KQ - 0 16
555,10,745256,3.8657,91.3175,0.318,r1k1r3/1pp2p1b/1bp2p1p/p6P/P3P3/1NPB1P2/1P4P1/2KR3R b - - 2 18
560,10,639082,3.8068,91.4562,0.273,r1k3r1/1pp2p1b/2p2p1p/p6P/P1B1P3/1NP1bP2/1PK3P1/3R3R w - - 7 21
565,10,257730,3.4763,91.5745,0.101,r1k2r2/1pp2p1b/2p2p1p/p6P/P1B1PbP1/1NPR1P2/1PK5/3R4 b - - 4 23
570,10,793562,3.8901,91.7646,0.319,r4r2/1kp2p1b/1pN2p1p/p1p4P/P1B1PbP1/2PR1P2/1PK5/3R4 w - - 2 26
575,10,714759,3.8496,91.941,0.296,2k1rr2/2p2p1b/1pN2p1p/2pB3P/P3PbP1/2PR1P2/1PK5/3R4 b - - 2 28
580,10,621946,3.7964,92.0646,0.241,k2Nrrb1/2p2p2/1p3p1p/2p4P/P1B1PbP1/2PR1P2/1PK5/3R4 w - - 7 31
585,10,131473,3.25,92.1975,0.052,k3rr2/2pR1N2/1p3p1p/2p4P/P3P1P1/2P2Pb1/1PK5/3R4 b - - 0 33
590,10,315517,3.5473,92.318,0.115,1k2rr2/2pR1N2/1p3p1p/7P/PP2PbP1/5P2/2K5/3R4 w - - 1 36
595,10,2175583,4.3029,92.5645,0.905,1k3r2/2pR1N2/4rp1p/P6P/4PbP1/1K3P2/8/3R4 b - - 2 38
600,10,428352,3.6575,92.7723,0.172,3Nrr2/2pR4/k4p1p/P6P/2K1PbP1/5P2/8/3R4 w - - 7 41
605,10,1459678,4.1345,92.9849,0.598,r4r2/1kpR4/5p1p/P2N3P/2K1PbP1/5P2/8/3R4 b - - 12 43
610,10,1381884,4.1119,93.4023,0.564,r4r2/1kpR4/5p1p/P2Nb2P/K3P1P1/5P2/8/3R4 w - - 17 46
615,10,203858,3.3957,93.5756,0.086,N4r2/1kpR4/5p1p/P6P/K3PbP1/8/8/3R4 b - - 0 48
620,10,530663,3.7366,93.7143,0.214,3R4/1kp5/r4p1p/P6P/K3P1P1/4b3/8/5R2 w - - 4 51
625,10,118651,3.2168,93.7758,0.049,1R1R4/2p5/r1k2p1p/P5bP/K3P1P1/8/8/8 b - - 9 53
630,10,167615,3.3299,93.833,0.067,4R3/2p5/r1k2p1p/P2R3P/K3PbP1/8/8/8 w - - 14 56
635,10,149978,3.2931,93.846,0.057,8/2p5/k4p1p/P4R1P/K3PbP1/8/8/8 b - - 1 58
640,10,44676,2.9175,93.857,0.017,8/k1p5/P4R1p/7P/K3P1P1/8/8/2b5 w - - 1 61
645,10,37678,2.8682,93.8682,0.015,8/k1p5/P4R1p/1K5P/4PbP1/8/8/8 b - - 6 63
650,10,33363,2.8335,93.8851,0.012,8/k1p1b3/P6p/1K3R1P/4P3/8/8/8 w - - 2 66
655,10,4991,2.3433,93.8964,0.002,8/k1p1bR2/P6p/1K5P/4P3/8/8/8 b - - 7 68
660,10,73914,3.0681,93.9027,0.025,8/k7/P1K2R1p/7P/4P3/b7/8/8 w - - 1 71
665,10,40231,2.8871,93.917,0.013,8/5R2/k1K1P2p/7P/1b6/8/8/8 b - - 0 73
670,10,11966700,5.1027,94.5868,3.87,4Q3/5R2/2K4p/7P/k7/2b5/8/8 w - - 1 76
675,10,686277,3.834,94.8004,0.219,8/1R6/1QK4p/7P/k7/2b5/8/8 b - - 6 78
680,10,843939,3.9141,94.9548,0.375,r1bqk2r/pppp1ppp/5n2/1B2p3/1b1nP3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 1 6
685,10,8039242,4.9037,95.3756,3.407,r1bqk2r/p1p2ppp/5n2/1p1PN3/1bBn4/2NP4/PPP2PPP/R1BQK2R b KQkq - 0 8
690,10,2041152,4.2755,95.6106,0.868,r1b1k2r/p1p1qppp/3b1n2/3PN3/2Pn4/2N5/PPP2PPP/R1BQ1RK1 w kq - 3 11
695,10,554786,3.7533,95.739,0.209,r1b2rk1/p1p1qppp/3b1nN1/3P1n2/2P2B2/2N5/PPP2PPP/R2QR1K1 b - - 8 13
700,10,1575279,4.1662,95.8145,0.658,r1b2qk1/p1p2pp1/5np1/3P1n2/2P5/2N5/PPP2PPP/R2QR1K1 w - - 0 16
705,10,430273,3.6591,95.9611,0.166,r1b3k1/2p2pp1/p2q1np1/3P1n2/P1P1N3/1P6/2P2PPP/R2QR1K1 b - - 2 18
710,10,695019,3.8388,96.0715,0.312,5rk1/2pb1pp1/p2q2p1/3P1n2/P1P1R3/1P6/2PQ1PPP/R5K1 w - - 3 21
715,10,1096874,4.0181,96.2451,0.494,3r2k1/2pb1pp1/p4qp1/2PP1n2/P3R3/1P5P/2PQ1PP1/4R1K1 b - - 0 23
720,10,477468,3.6974,96.3109,0.201,1r4k1/5pp1/p1pPbqp1/2P2n2/P1P1R3/1P5P/3Q1PP1/4R1K1 w - - 1 26
725,10,935607,3.9547,96.4324,0.414,3r2k1/3b1pp1/p1pP1qp1/P1P1Rn2/1PP5/7P/3Q1PP1/4R1K1 b - - 0 28
730,10,1175525,4.046,96.5577,0.495,1r6/3b1ppk/p1pP1qp1/P1P1R3/1PP1R2n/2Q4P/5PP1/6K1 w - - 5 31
735,10,155092,3.3041,96.6602,0.063,1r4k1/5pp1/p1pPbqp1/P1P1R1P1/1PP1RP1n/2Q4P/8/6K1 b - - 0 33
740,10,1445165,4.1304,96.7338,0.637,1r1q2k1/6p1/p1pPR1p1/P1P2nP1/1PP2P2/2Q4P/8/6K1 w - - 1 36
745,10,260563,3.4801,96.7753,0.108,1r6/3q2pk/p1pP2p1/P1P2nP1/1PP2P2/2Q4P/7K/4R3 b - - 6 38
750,10,269041,3.4913,96.8248,0.105,3r4/5qpk/p1pn2p1/P1P3P1/1PP2P2/2Q4P/8/4R2K w - - 0 41
755,10,242258,3.4548,96.8666,0.126,8/3q2pk/p1pr2p1/P5P1/1PP2P2/2Q1R2P/8/7K b - - 3 43
760,10,151523,3.2965,96.8952,0.063,8/6pk/p1p3p1/P1Pq2P1/1P1r1P2/2Q2R1P/8/7K w - - 1 46
765,10,242605,3.4553,96.9152,0.099,8/6pk/p1p3p1/P1P3P1/3Q1P2/5q1P/7K/8 b - - 1 48
770,10,342931,3.577,96.9352,0.138,8/6pk/p1p3p1/q1P3P1/3Q1P2/5K1P/8/8 w - - 0 51
775,10,322894,3.5555,96.9649,0.136,8/6pk/p1p1Q1p1/2P3P1/5P2/5K1P/7q/8 b - - 5 53
780,10,477517,3.6974,97.0381,0.209,8/6pk/2p3p1/2P3P1/5P2/p2Q1K1P/7q/8 w - - 0 56
785,10,613120,3.791,97.1203,0.279,8/6pk/2p3p1/2P3P1/3Q1P2/5K1P/p1q5/8 b - - 3 58
790,10,338626,3.5725,97.1557,0.12,8/6pk/2p3p1/2P3P1/5P2/6KP/8/q7 w - - 0 61
795,10,808374,3.8973,97.1972,0.266,8/6pk/2p3p1/2P3P1/4qP2/7P/5K2/8 b - - 5 63
800,10,118729,3.217,97.2147,0.035,8/6pk/2p3p1/2P3P1/8/3K3q/8/8 w - - 0 66
805,10,542043,3.7446,97.2325,0.164,8/6pk/2p3p1/2P3q1/3K4/8/8/8 b - - 1 68
810,10,304692,3.535,97.2515,0.093,8/6pk/2p5/2P5/5qp1/2K5/8/8 w - - 0 71
815,10,19659717,5.3624,97.6249,5.924,8/6pk/2p5/2P5/5q2/3K4/6p1/8 b - - 1 73
820,10,2796150,4.4122,97.952,1.166,rnbqk2r/pp2bppp/3pp3/3nP3/2BP4/5N2/PP3PPP/RNBQK2R w KQkq - 1 8
825,10,776361,3.8816,98.0318,0.347,rnb1k2r/ppq1bppp/3pp3/4P3/2BP4/1QP2N2/P4PPP/R1B1K2R b KQkq - 2 10
830,10,958727,3.9643,98.0984,0.416,r1b1k2r/ppq1bppp/4p3/4n3/2BP4/1QP2N2/P4PPP/R3K2R w KQkq - 0 13
835,10,812576,3.8993,98.2276,0.34,r1b2k1r/ppq2ppp/3bp3/1B6/2NP4/1QP5/P4PPP/R3K2R b KQ - 4 15
840,10,2900,2.2194,98.2759,0.001,r1b2k1r/pp3ppp/4p3/1B6/2NP4/1QP3q1/P7/R3K2R w KQ - 0 18
845,10,3262599,4.4808,98.4567,1.472,r1b2k1r/pp3pp1/4p3/1B2N2p/3P4/1QP5/P5q1/R2K1R2 b - - 3 20
850,10,1405437,4.1189,98.5712,0.578,r1b3kr/pp4p1/4p3/1B2NR2/P2P3p/1QP5/6q1/R2K4 w - - 0 23
855,10,554811,3.7533,98.6082,0.223,r1b3kr/pp4p1/4p3/3qN3/P1BP3p/1QP5/R7/3K1R2 b - - 5 25
860,10,1539993,4.1567,98.6872,0.609,r1b4k/pp2q1p1/4p3/8/P1BP3p/1QP5/R7/3K1R2 w - - 0 28
865,10,295794,3.5245,98.7279,0.127,1r5k/pp2q1p1/4Q3/8/P2P3p/2P5/4R3/3K1R2 b - - 0 30
870,10,531847,3.7375,98.7497,0.191,1r5k/p4Rp1/4R3/8/p2P3p/2P5/8/3K4 w - - 0 33
875,10,105489,3.1792,98.76,0.042,7k/R5p1/8/8/p2P4/2P1R2p/2K5/1r6 b - - 3 35
880,10,365801,3.6002,98.7763,0.121,7k/R5p1/8/3P4/p7/2PKR2p/8/7r w - - 3 38
885,10,264136,3.4848,98.7954,0.104,6k1/6p1/8/3P4/7R/2PK3R/7p/7r b - - 1 40
890,10,80,1.5499,98.8209,0.0,7R/6k1/8/3P2p1/8/2PK4/7R/3r4 w - - 1 43
895,10,77867,3.0841,98.8412,0.03,8/7R/5k1R/3P4/4K1p1/2P5/8/3r4 b - - 3 45
900,10,64,1.5157,98.8492,0.0,8/7R/5k2/3P3R/5Kp1/2P5/8/5r2 w - - 8 48
905,10,212546,3.4099,98.8553,0.081,8/7R/5k2/3P3R/4K3/2P5/8/5r2 b - - 4 50
910,10,805507,3.8959,98.8687,0.282,8/7R/5k2/2KP3R/8/2P5/3r4/8 w - - 9 53
915,10,322116,3.5547,98.8836,0.112,8/5R2/4R3/2KP1k2/8/2P5/3r4/8 b - - 14 55
920,10,1034466,3.9946,98.9052,0.365,8/5R2/3PR3/r1K3k1/2P5/8/8/8 w - - 1 58
925,10,5869241,4.7518,98.9746,1.882,8/2KP1R2/4R3/6k1/2P5/8/8/3r4 b - - 2 60
930,10,1961552,4.2585,99.0494,0.649,8/2KP1R2/6k1/3R4/2P5/8/8/r7 w - - 7 63
935,10,120407,3.2216,99.0812,0.04,3Q4/2K2k2/8/5R2/2P5/8/8/r7 b - - 2 65
940,10,1764638,4.2137,99.1003,0.564,6k1/2K5/5Q2/7R/2P5/8/8/r7 w - - 7 68
945,10,454062,3.6788,99.1407,0.195,r1bqkb1r/pp1pnppp/4p3/8/3QP3/6P1/PPP2PBP/RNB1K2R b KQkq - 2 7
950,10,1462455,4.1353,99.169,0.627,r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/6P1/PPPQ1PBP/RNB2RK1 w kq - 0 10
955,10,1323783,4.0943,99.2175,0.526,r1bq1rk1/3p1ppp/p1n1p3/1pb5/4P3/P1N3P1/1PPQ1PBP/R1BR2K1 b - - 0 12
960,10,833327,3.9091,99.2437,0.382,3r1rk1/1b3ppp/pqn1p3/1pb5/4P3/P1N3P1/1PPQ1PBP/R1BR2K1 w - - 3 15
965,10,1376516,4.1103,99.3026,0.544,3r1rk1/1b4pp/pq2p3/1pb2p2/1P1nP3/P1N3P1/2PR1PBP/R1B1Q1K1 b - - 0 17
970,10,729869,3.8577,99.3313,0.314,3r1rk1/1b4pp/pq2pb2/1p6/1P1np3/P1N3P1/1BPR1PBP/R2Q2K1 w - - 0 20
975,10,398832,3.6314,99.3477,0.153,3R1rk1/6pp/pq2pb2/1p6/1P6/P1N2bP1/1BP2P1P/R2Q2K1 b - - 0 22
980,10,812542,3.8993,99.3527,0.322,5k2/6pp/1q2pb2/pp6/1P6/P1N3P1/1BP2P1P/3R2K1 w - - 0 25
985,10,319047,3.5513,99.3576,0.121,5k2/6pp/2q1pb2/1p6/1P6/2N1R1P1/1BP2P1P/6K1 b - - 2 27
990,10,925855,3.9505,99.3715,0.382,5k2/6pp/8/1p2p3/1Pqb4/2NR2P1/2P2P1P/B5K1 w - - 2 30
995,10,172243,3.339,99.3768,0.064,4k3/6pp/8/1p1Np3/1q1b4/5RP1/2P2PKP/B7 b - - 1 32
1000,10,700772,3.842,99.3851,0.279,4k3/6pp/8/1p6/3p1N2/5RP1/2q2PKP/8 w - - 0 35
1005,10,104073,3.1749,99.3922,0.037,8/3k3p/8/1p3N2/8/3p1RP1/2q2PKP/8 b - - 2 37
1010,10,133919,3.256,99.395,0.051,8/3k3p/8/8/1p2q3/5RP1/3p1PKP/3N4 w - - 0 40
1015,10,940077,3.9565,99.4055,0.358,8/3k3p/8/8/7P/1p2NRP1/3p1PK1/1q6 b - - 2 42
1020,10,303884,3.534,99.417,0.119,8/7p/8/2k5/1R5P/4N1P1/1p1p1PK1/1q6 w - - 4 45
1025,10,733268,3.8595,99.43,0.289,3R4/7p/8/1k6/7P/4N1P1/1p1p1PK1/2q5 b - - 9 47
1030,10,350429,3.5848,99.4427,0.137,8/7p/k1q5/8/7P/4N1P1/1p1R1PK1/8 w - - 1 50
